Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,9.730000,9.850000,9.570000,9.730000,7.244820,0
2019-11-01,9.840000,9.940000,9.680000,9.680000,7.207590,0
2019-12-01,9.610000,10.170000,9.610000,9.970000,7.423520,0
2020-01-01,9.980000,10.000000,9.490000,9.490000,7.281632,0
2020-02-01,9.480000,9.690000,8.990000,8.990000,6.897984,0
2020-03-01,9.010000,9.180000,7.370000,8.130000,6.238110,0
2020-04-01,8.020000,10.130000,8.020000,9.980000,7.657606,0
2020-05-01,9.840000,10.880000,9.840000,10.880000,8.348173,0
2020-06-01,11.110000,11.620000,10.980000,11.200000,8.593706,0
2020-07-01,11.240000,12.330000,11.240000,11.990000,9.199870,0
2020-08-01,12.090000,12.680000,12.090000,12.510000,9.598864,0
2020-09-01,12.590000,12.590000,11.700000,11.760000,9.023393,0
2020-10-01,11.750000,12.170000,11.410000,11.410000,8.754839,0
2020-11-01,11.550000,12.700000,11.550000,12.440000,9.545153,0
2020-12-01,12.630000,13.730000,12.630000,13.050000,10.013203,0
2021-01-01,13.280000,13.710000,12.960000,12.960000,10.426291,0
2021-02-01,13.390000,14.400000,13.330000,13.860000,11.150339,0
2021-03-01,13.970000,14.650000,13.850000,14.080000,11.327328,0
2021-04-01,14.300000,14.790000,14.280000,14.610000,11.753712,0
2021-05-01,14.890000,15.690000,14.860000,15.690000,12.622570,0
2021-06-01,15.960000,16.100000,15.300000,15.330000,12.332951,0
2021-07-01,15.310000,15.410000,14.550000,15.010000,12.075511,0
2021-08-01,15.050000,15.060000,14.180000,14.890000,11.978971,0
2021-09-01,15.050000,15.790000,15.050000,15.240000,12.260546,0
2021-10-01,15.320000,16.450001,15.320000,15.870000,12.767380,0
2021-11-01,15.990000,16.270000,15.250000,15.250000,12.268591,0
2021-12-01,15.120000,15.450000,13.940000,13.950000,11.222744,0
2022-01-01,13.980000,14.390000,13.440000,13.720000,12.066854,0
2022-02-01,13.850000,14.510000,13.270000,13.270000,11.671075,0
2022-03-01,12.830000,13.910000,12.670000,13.910000,12.233959,0
2022-04-01,14.010000,14.280000,13.350000,13.410000,11.794205,0
2022-05-01,13.340000,13.620000,12.270000,13.140000,11.556739,0
2022-06-01,13.150000,13.380000,11.970000,11.970000,10.527714,0
2022-07-01,11.980000,12.370000,11.530000,12.370000,10.879517,0
2022-08-01,12.340000,12.400000,11.990000,12.220000,10.747591,0
2022-09-01,11.990000,12.230000,11.070000,11.220000,9.868083,0
2022-10-01,11.540000,11.850000,11.110000,11.520000,10.131935,0
2022-11-01,11.640000,12.920000,11.370000,12.920000,11.363247,0
2022-12-01,12.990000,12.990000,11.140000,11.160000,9.815311,0
2023-01-01,11.140000,12.020000,11.140000,11.860000,11.860000,0
2023-02-01,11.980000,11.980000,11.230000,11.270000,11.270000,0
2023-03-01,11.450000,11.600000,11.200000,11.590000,11.590000,0
2023-04-01,11.620000,11.770000,11.610000,11.770000,11.770000,0
